 Сделай отбивку, сделай трехлотка
 Все, все, короче, все снимаем
 Окей, я сначала скажу своими словами
 Затем пойду по сценарию
 Вопрос назрел сам собой
 Метеориты миллионы лет прожили в космосе
 Но их может испортить обычная влажность
 Чтобы метеорит не испортился
 И был в своем первоначальном, красивом металлическом отблеске
 Его нужно держать в сухом, защищенном от влажности месте
 Желательно вот в таком велюровом мешочке
 Как вариант
 Если это метеорит каменный, то ему ничего не грозит
 Если это метеорит железный, такой как
 Сихотеолинь
 Кампо-Дель-Сиело
 Или Монио-Налуста
 Тоже сейчас покажу
 Вот эта невероятная красота
 Может быть испорчена обычной влажностью
 Если все-таки ржавые вкрапления проявились
 В связи с чем это может случиться
 Обычная влажность, крем
 Длительный контакт с какой-то влажной средой
 На нем может проявиться вкрапление ржавчины
 Как почистить?
 Один из наиболее комфортных вариантов в домашних условиях
 Можно почистить ржавчину
 Обычной щёточкой
 С содовым порошком
 Как вариант
 Можно почистить в ультразвуке
 Тоже великолепно очищает ржавчину
 И третий
 Тоже очень комфортный для метеоритов вариант
 Это подержать в воде с лимонной кислотой
 После того, как вы почистили метеорит
 Его нужно насухо протереть
 Хорошенечко высушить
 И уже хранить
 С силикогелем
 Либо в хорошем бархатном мешочке
 И теперь по сценарию
 Я без сценария рассказывала
 Метеорит пережил миллионы лет в космосе, но может быть испорчен благодаря обычной влажной среде.
 Так, ещё раз.
 Ты бы сказала, там без разницы, всё же вырежем, всё это просто, ну, не обращай внимания.
 По блокам просто вот это делай.
 Метеорит пережил миллионы лет в космосе, но может быть испорчен
 Метеорит пережил миллионы лет в космосе, но может быть испорчен
 Метеорит пережил миллионы лет в космосе, но может быть испорчен
 Метеорит пережил миллионы лет в космосе, но может быть испорчен
 Метеорит пережил миллионы лет в космосе, но может быть испорчен
 Метеорит пережил миллионы лет в космосе, но может быть испорчен обычной влагой.
 Метеорит пережил миллионы лет в космосе, но может быть испорчен обычной влажностью.
 Метеорит пережил миллионы лет в космосе, но может быть испорчен обычной влажностью.
 Космос ему не страшен, а вот ваша ванная – да.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спортом или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
 Если вы носите украшения с метеоритами, желательно при занятиях спорта или контакте с водой, контакте с кремами снимать ваши великолепные украшения с метеоритами.
